seq,lesson_id,stage,stage_name,lesson,visual_kind,visual_status,visual_source,segment_or_module,source_url,use_rule,note
215,DE15-05,15,Azure + Microsoft Fabric Data Engineering,"OneLake paths, files, tables and shortcuts",VIDEO_SUPPORT,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Microsoft Fabric Data Engineer,2:19:27 — architecture; then Microsoft Learn shortcuts/OneLake unit,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Microsoft Learn remains the version-authoritative companion: https://learn.microsoft.com/en-us/training/courses/dp-700t00
216,DE15-06,15,Azure + Microsoft Fabric Data Engineering,Fabric Lakehouse and Delta tables,VIDEO_SUPPORT,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Microsoft Fabric Data Engineer,3:12:43 — PySpark/Fabric hands-on context,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Microsoft Learn remains the version-authoritative companion: https://learn.microsoft.com/en-us/training/courses/dp-700t00
217,DE15-07,15,Azure + Microsoft Fabric Data Engineering,Fabric notebooks,VIDEO_SUPPORT,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Microsoft Fabric Data Engineer,3:12:43 — PySpark/notebook context,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Microsoft Learn remains the version-authoritative companion: https://learn.microsoft.com/en-us/training/courses/dp-700t00
218,DE15-08,15,Azure + Microsoft Fabric Data Engineering,Spark in Fabric,VIDEO_SUPPORT,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Microsoft Fabric Data Engineer,3:12:43 — hands-on PySpark,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Microsoft Learn remains the version-authoritative companion: https://learn.microsoft.com/en-us/training/courses/dp-700t00
219,DE15-09,15,Azure + Microsoft Fabric Data Engineering,Fabric Data Pipelines,VIDEO_PRIMARY,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Microsoft Fabric Data Engineer,1:50:53 — orchestration,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Microsoft Learn remains the version-authoritative companion: https://learn.microsoft.com/en-us/training/courses/dp-700t00
220,DE15-10,15,Azure + Microsoft Fabric Data Engineering,SQL analytics endpoint and warehouse choice,VIDEO_PRIMARY,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Microsoft Fabric Data Engineer,2:39:20 — hands-on T-SQL,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Microsoft Learn remains the version-authoritative companion: https://learn.microsoft.com/en-us/training/courses/dp-700t00
221,DE15-11,15,Azure + Microsoft Fabric Data Engineering,Medallion architecture in Fabric,VIDEO_SUPPORT,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Microsoft Fabric Data Engineer,2:19:27 — architecture decisions,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Microsoft Learn remains the version-authoritative companion: https://learn.microsoft.com/en-us/training/courses/dp-700t00
222,DE15-12,15,Azure + Microsoft Fabric Data Engineering,Incremental loads and MERGE in cloud,VIDEO_SUPPORT,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Microsoft Fabric Data Engineer,3:12:43 — PySpark + Teaching Book MERGE lab,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Microsoft Learn remains the version-authoritative companion: https://learn.microsoft.com/en-us/training/courses/dp-700t00
223,DE15-13,15,Azure + Microsoft Fabric Data Engineering,"Permissions, connections and secrets",VIDEO_SUPPORT,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Microsoft Fabric Data Engineer,1:22:30 — security & governance,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Microsoft Learn remains the version-authoritative companion: https://learn.microsoft.com/en-us/training/courses/dp-700t00
224,DE15-14,15,Azure + Microsoft Fabric Data Engineering,"Monitoring, reliability and cost awareness",VIDEO_PRIMARY,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Microsoft Fabric Data Engineer,4:46:53–5:43:50 — monitoring & optimization,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Microsoft Learn remains the version-authoritative companion: https://learn.microsoft.com/en-us/training/courses/dp-700t00
225,DE15-15,15,Azure + Microsoft Fabric Data Engineering,"Git, deployment and environment separation",VIDEO_PRIMARY,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Microsoft Fabric Data Engineer,0:48:26 — CI/CD & lifecycle management,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Microsoft Learn remains the version-authoritative companion: https://learn.microsoft.com/en-us/training/courses/dp-700t00
226,DE15-16,15,Azure + Microsoft Fabric Data Engineering,End-to-end Fabric data engineering case,VIDEO_SUPPORT,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Microsoft Fabric Data Engineer,"1:50:53 + 2:19:27 + 4:46:53 — orchestration, architecture, monitoring",https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Microsoft Learn remains the version-authoritative companion: https://learn.microsoft.com/en-us/training/courses/dp-700t00
227,DE16-01,16,"DataOps, CI/CD, Security & Observability",Production mindset,VIDEO_SUPPORT,VERIFIED CURRENT VIDEO,Luke Barousse — How I Would Learn to Be a Data Engineer (2026),27:38 orchestration + 30:01 terminal/bash/git + 32:36 DataOps/CI-CD + 34:10 architecture,https://www.youtube.com/watch?v=_-DzZeixu0w,Use this short current overview to connect tools to production engineering. Teaching Book and incident labs provide the actual production standard.,Current 2026 DE overview; not used as a substitute for production evidence.
228,DE16-02,16,"DataOps, CI/CD, Security & Observability",Testing strategy for data engineering,VIDEO_SUPPORT,VERIFIED SUPPORT,Anuj Syal — Data Quality with Great Expectations,Data-quality/testing workflow demonstration; map concepts to our test strategy,https://www.youtube.com/watch?v=oxOj30rl_xs,Long or short video is allowed when it teaches the competency well. Watch actively without handwritten notes; type/run/follow when relevant. Use the Teaching Book as ready-made notes. Close video/review/AI solving before the independent task.,"Tool is illustrative; mastery is the testing strategy, not Great Expectations syntax."
229,DE16-03,16,"DataOps, CI/CD, Security & Observability",Automated quality gates,VIDEO_SUPPORT,VERIFIED SUPPORT,Anuj Syal — Data Quality with Great Expectations,Hands-on expectation/validation section; pair with our blocking-vs-warning quality gates,https://www.youtube.com/watch?v=oxOj30rl_xs,Long or short video is allowed when it teaches the competency well. Watch actively without handwritten notes; type/run/follow when relevant. Use the Teaching Book as ready-made notes. Close video/review/AI solving before the independent task.,Use visual demo to understand automated gates; course incident lab remains authoritative.
230,DE16-04,16,"DataOps, CI/CD, Security & Observability",Continuous Integration fundamentals,VIDEO_SUPPORT,VERIFIED CURRENT SUPPORT,DP-700 Full Course — CI/CD & Lifecycle Management,0:48:26 onward,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
231,DE16-05,16,"DataOps, CI/CD, Security & Observability",GitHub Actions for data projects,OFFICIAL_GUIDED,VERIFIED OFFICIAL,GitHub Actions — official documentation + course workflow demo,Follow the current GitHub Actions quickstart selected in the Teaching Book,https://docs.github.com/en/actions,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
232,DE16-06,16,"DataOps, CI/CD, Security & Observability","Dev, test and prod environments",VIDEO_PRIMARY,VERIFIED MICROSOFT VIDEO 2026 + CURRENT DOC OVERLAY,Microsoft Reactor — CI/CD in Microsoft Fabric: From Development to Frictionless Production - Phase 2,"3:26–11:35 — Git/Azure DevOps integration, deployment pipelines, Dev/Test/Prod workspace architecture",https://www.youtube.com/watch?v=cL4hwz7c2Tw,"Watch the mapped 2026 Microsoft segment, then build the course Dev/Test/Prod environment map yourself. Use current Microsoft Learn CI/CD docs if the Fabric UI has changed.",Current Microsoft Reactor video (2026) directly demonstrates Fabric CI/CD and Dev/Test/Prod workspace architecture.
233,DE16-07,16,"DataOps, CI/CD, Security & Observability",Deployment and rollback,VIDEO_SUPPORT,VERIFIED MICROSOFT VIDEO 2026 + COURSE ROLLBACK LAB,Microsoft Reactor — CI/CD in Microsoft Fabric: From Development to Frictionless Production - Phase 2,4:16–11:35 + 52:35–57:48 — deployment pipeline flow + automated deployment setup,https://www.youtube.com/watch?v=cL4hwz7c2Tw,"Use the video to see the deployment/promotion path. Rollback/recovery is proved in the course lab using version history, redeploy/recovery evidence and validation; do not assume the video itself proves rollback.",Video covers deployment lifecycle and automation. Course-owned incident/recovery work remains authoritative for rollback because rollback behavior is environment/tool specific.
234,DE16-08,16,"DataOps, CI/CD, Security & Observability",Secrets and credential safety,VIDEO_PRIMARY,VERIFIED OFFICIAL GITHUB VIDEO 2025 + DOC OVERLAY,GitHub — What is GitHub Secret Protection? | GitHub Explained,"Full official explainer — secrets, push protection and secret scanning",https://www.youtube.com/watch?v=UfOY9RXHFiw,"Watch the official GitHub explainer, then complete the course secret-handling exercise. Use current GitHub Actions Secrets docs for exact scopes/permissions and never put a real credential in course evidence.",Official GitHub video gives the visual mental model; current GitHub docs remain authoritative for secret scope and workflow behavior.
235,DE16-09,16,"DataOps, CI/CD, Security & Observability",RBAC and least privilege,OFFICIAL_GUIDED,VERIFIED OFFICIAL CURRENT,Microsoft Learn — Manage and right-size RBAC role assignments for least privilege,"28-minute training module: least-privilege roles, scope and overprivileged access",https://learn.microsoft.com/en-us/training/modules/manage-right-size-rbac-role-assignments/,"Use current Microsoft Learn for the Azure RBAC/least-privilege model, then apply it in the course security scenario.",Official current training is preferred over an older RBAC video; this does not inflate the video metric.
236,DE16-10,16,"DataOps, CI/CD, Security & Observability","PII, encryption and masking",VIDEO_SUPPORT,VERIFIED CURRENT MICROSOFT VIDEO,Microsoft Developer — Protect Sensitive Data with Azure AI Language PII Redaction,00:58 PII redaction overview; 1:12 demo; 1:42 masking styles; 2:16 exclusions,https://www.youtube.com/watch?v=ZDaog_MJGS8,Use the short Microsoft demo to make PII detection/masking concrete. Teaching Book remains authoritative for broader encryption/masking choices.,Published January 2026; narrow visual support for the PII/masking portion.
237,DE16-11,16,"DataOps, CI/CD, Security & Observability","Metadata, lineage and governance",OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL VIDEO,Microsoft Learn Live — Microsoft Purview Data Governance,1:46 overview; 3:26 permissions; 24:54 scanning; 40:03 lineage; 52:26 classification,https://learn.microsoft.com/en-us/shows/learn-live/fasttrack-for-azure-season-1-ep11-microsoft-purview-data-governance,Use the relevant chapters for catalog/lineage/governance visuals. Recheck product UI immediately before study because Purview evolves.,Official Microsoft video; concept remains useful but UI/product surfaces are version-sensitive.
238,DE16-12,16,"DataOps, CI/CD, Security & Observability",Observability for data pipelines,VIDEO_SUPPORT,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Monitoring & Optimization,4:46:53–5:43:50,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
239,DE16-13,16,"DataOps, CI/CD, Security & Observability","Incidents, runbooks and root cause",OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL CURRENT VIDEO,"Microsoft Azure Friday — Azure SRE Agent: Less Toil, More Uptime, Maximum Innovation","Incident workflow, runbook automation, diagnosis/root cause and 12:10 post-deployment health checks",https://learn.microsoft.com/en-us/shows/azure-friday/azure-sre-agent-less-toil-more-uptime-maximum-innovation,Use as a modern visual incident/runbook example. The course incident exercise remains vendor-neutral and must be solved independently.,Official Microsoft episode from Nov 2025; course avoids depending on the AI product itself.
240,DE16-14,16,"DataOps, CI/CD, Security & Observability",Terraform and IaC foundations,VIDEO_PRIMARY,VERIFIED OFFICIAL 2024,HashiCorp — Terraform Basics,0:00–15:30,https://www.youtube.com/watch?v=_45W3Z8XWL4,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
241,DE17-01,17,Architecture + Promotion Foundations,From requirements to architecture,VIDEO_SUPPORT,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Architectural Decision-Making,2:19:27 onward,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Use only as a concrete cloud example. The Teaching Book generalizes decisions beyond Fabric.
242,DE17-02,17,Architecture + Promotion Foundations,Batch vs streaming decisions,VIDEO_SUPPORT,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Architectural Decision-Making,2:19:27 onward,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Use only as a concrete cloud example. The Teaching Book generalizes decisions beyond Fabric.
243,DE17-03,17,Architecture + Promotion Foundations,Warehouse vs lakehouse,VIDEO_SUPPORT,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Architectural Decision-Making,2:19:27 onward,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Use only as a concrete cloud example. The Teaching Book generalizes decisions beyond Fabric.
244,DE17-04,17,Architecture + Promotion Foundations,Managed service vs build yourself,VIDEO_SUPPORT,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Architectural Decision-Making,2:19:27 onward,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Use only as a concrete cloud example. The Teaching Book generalizes decisions beyond Fabric.
245,DE17-05,17,Architecture + Promotion Foundations,Scaling and bottleneck reasoning,VIDEO_SUPPORT,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Architectural Decision-Making,2:19:27 onward,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Use only as a concrete cloud example. The Teaching Book generalizes decisions beyond Fabric.
246,DE17-06,17,Architecture + Promotion Foundations,Reliability and failure domains,VIDEO_SUPPORT,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Architectural Decision-Making,2:19:27 onward,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Use only as a concrete cloud example. The Teaching Book generalizes decisions beyond Fabric.
247,DE17-07,17,Architecture + Promotion Foundations,Cost-aware architecture,VIDEO_SUPPORT,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Architectural Decision-Making,2:19:27 onward,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Use only as a concrete cloud example. The Teaching Book generalizes decisions beyond Fabric.
248,DE17-08,17,Architecture + Promotion Foundations,Security and governance by design,VIDEO_SUPPORT,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Architectural Decision-Making,2:19:27 onward,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Use only as a concrete cloud example. The Teaching Book generalizes decisions beyond Fabric.
249,DE17-09,17,Architecture + Promotion Foundations,"Promotion foundations: CDC, Contracts, Vault, Mesh, Kubernetes",VIDEO_SUPPORT,VERIFIED MULTI-SOURCE BUNDLE 2026,"Course research bundle — CDC, Data Contracts, Data Mesh, Vault, Kubernetes","Curated awareness bundle; select only the named sections for each concept, not five full courses",supplements/PROMOTION_FOUNDATIONS_VIDEO_BUNDLE_RC1.html,"Use this as a promotion-awareness layer after the core architecture lesson. Watch only the mapped sections, then explain when each concept matters and when it does not.",Keeps these employer/promotion concepts visible without bloating the junior-DE critical path.
250,DE17-10,17,Architecture + Promotion Foundations,Architecture review and defense,PRACTICE_ONLY,NO VIDEO BY DESIGN,Independent practice / protected assessment,,,"Keep videos, answers and AI solving closed during the attempt. Use review only after saving a genuine attempt.",Architecture defense is intentionally independent; you must defend your own design without a tutorial open.
251,DE19-01,19,"Interview, Technical English & Job Launch",Truthful one-page Data Engineer resume,PRACTICE_ONLY,NO VIDEO BY DESIGN,Independent practice / protected assessment,,,"Keep videos, answers and AI solving closed during the attempt. Use review only after saving a genuine attempt.",Job-launch/interview work must use your own project evidence and explanations. Video-copying is not useful evidence here.
252,DE19-02,19,"Interview, Technical English & Job Launch",GitHub and project portfolio final polish,PRACTICE_ONLY,NO VIDEO BY DESIGN,Independent practice / protected assessment,,,"Keep videos, answers and AI solving closed during the attempt. Use review only after saving a genuine attempt.",Job-launch/interview work must use your own project evidence and explanations. Video-copying is not useful evidence here.
253,DE19-03,19,"Interview, Technical English & Job Launch",LinkedIn/professional profile without overclaiming,PRACTICE_ONLY,NO VIDEO BY DESIGN,Independent practice / protected assessment,,,"Keep videos, answers and AI solving closed during the attempt. Use review only after saving a genuine attempt.",Job-launch/interview work must use your own project evidence and explanations. Video-copying is not useful evidence here.
254,DE19-04,19,"Interview, Technical English & Job Launch",Degree-aware job targeting: apply/skip rules,PRACTICE_ONLY,NO VIDEO BY DESIGN,Independent practice / protected assessment,,,"Keep videos, answers and AI solving closed during the attempt. Use review only after saving a genuine attempt.",Job-launch/interview work must use your own project evidence and explanations. Video-copying is not useful evidence here.
255,DE19-05,19,"Interview, Technical English & Job Launch",SQL interview drills,PRACTICE_ONLY,NO VIDEO BY DESIGN,Independent practice / protected assessment,,,"Keep videos, answers and AI solving closed during the attempt. Use review only after saving a genuine attempt.",Job-launch/interview work must use your own project evidence and explanations. Video-copying is not useful evidence here.
256,DE19-06,19,"Interview, Technical English & Job Launch",Python interview drills,PRACTICE_ONLY,NO VIDEO BY DESIGN,Independent practice / protected assessment,,,"Keep videos, answers and AI solving closed during the attempt. Use review only after saving a genuine attempt.",Job-launch/interview work must use your own project evidence and explanations. Video-copying is not useful evidence here.
257,DE19-07,19,"Interview, Technical English & Job Launch",Data-engineering concepts and troubleshooting drills,PRACTICE_ONLY,NO VIDEO BY DESIGN,Independent practice / protected assessment,,,"Keep videos, answers and AI solving closed during the attempt. Use review only after saving a genuine attempt.",Job-launch/interview work must use your own project evidence and explanations. Video-copying is not useful evidence here.
258,DE19-08,19,"Interview, Technical English & Job Launch",Project walkthrough interview,PRACTICE_ONLY,NO VIDEO BY DESIGN,Independent practice / protected assessment,,,"Keep videos, answers and AI solving closed during the attempt. Use review only after saving a genuine attempt.",Job-launch/interview work must use your own project evidence and explanations. Video-copying is not useful evidence here.
259,DE19-09,19,"Interview, Technical English & Job Launch",Architecture/system-design defense for junior roles,PRACTICE_ONLY,NO VIDEO BY DESIGN,Independent practice / protected assessment,,,"Keep videos, answers and AI solving closed during the attempt. Use review only after saving a genuine attempt.",Job-launch/interview work must use your own project evidence and explanations. Video-copying is not useful evidence here.
260,DE19-10,19,"Interview, Technical English & Job Launch",Behavioral answers and career-transition story,PRACTICE_ONLY,NO VIDEO BY DESIGN,Independent practice / protected assessment,,,"Keep videos, answers and AI solving closed during the attempt. Use review only after saving a genuine attempt.",Job-launch/interview work must use your own project evidence and explanations. Video-copying is not useful evidence here.
261,DE19-11,19,"Interview, Technical English & Job Launch","Technical English: explain code, failures and decisions clearly",PRACTICE_ONLY,NO VIDEO BY DESIGN,Independent practice / protected assessment,,,"Keep videos, answers and AI solving closed during the attempt. Use review only after saving a genuine attempt.",Job-launch/interview work must use your own project evidence and explanations. Video-copying is not useful evidence here.
262,DE19-12,19,"Interview, Technical English & Job Launch","Application tracker, feedback loop and weekly repair cycle",PRACTICE_ONLY,NO VIDEO BY DESIGN,Independent practice / protected assessment,,,"Keep videos, answers and AI solving closed during the attempt. Use review only after saving a genuine attempt.",Job-launch/interview work must use your own project evidence and explanations. Video-copying is not useful evidence here.
263,DE19-13,19,"Interview, Technical English & Job Launch","Timed coding test: arrays, strings and hash-map problems",PRACTICE_ONLY,NO VIDEO BY DESIGN,Independent practice / protected assessment,,,"Keep videos, answers and AI solving closed during the attempt. Use review only after saving a genuine attempt.",Job-launch/interview work must use your own project evidence and explanations. Video-copying is not useful evidence here.
264,DE19-14,19,"Interview, Technical English & Job Launch",Combined SQL + Python interview simulation,PRACTICE_ONLY,NO VIDEO BY DESIGN,Independent practice / protected assessment,,,"Keep videos, answers and AI solving closed during the attempt. Use review only after saving a genuine attempt.",Job-launch/interview work must use your own project evidence and explanations. Video-copying is not useful evidence here.
